-1,0.33612898
-1,0.464711
-1,0.13078214
-1,0.8598428
-1,0.035938986
-1,0.81768906
-1,0.11887255
-1,0.32249108
-1,0.8470473
-1,0.7650613
-1,0.14467752
-1,0.883735
-1,0.32419965
-1,0.21367407
-1,0.13403615
-1,0.89875054
-1,0.043775402
-1,0.7308324
-1,0.90635693
-1,0.5554155
-1,0.026770731
-1,0.7431664
-1,0.7469754
-1,0.62817484
-1,0.58453876
-1,0.7307348
-1,0.068638
-1,0.02005141
-1,0.83768237
-1,0.22641502
-1,0.874655
-1,0.84698796
-1,0.7798323
-1,0.62070465
-1,0.80368125
-1,0.13247377
-1,0.5292962
-1,0.8417398
-1,0.5748207
-1,0.3447695
-1,0.85759187
-1,0.067483544
-1,0.9271182
-1,0.40943047
-1,0.80885446
-1,0.2729185
-1,0.039696585
-1,0.7728
-1,0.8041347
-1,0.045920197
-1,0.15286173
-1,0.6685187
-1,0.03948112
-1,0.79932106
-1,0.740011
-1,0.60548836
-1,0.78054994
-1,0.7624011
-1,0.47469717
-1,0.9074295
-1,0.61719537
-1,0.8579608
-1,0.25831223
-1,0.7840528
-1,0.14472394
-1,0.048746794
-1,0.039794024
-1,0.84078854
-1,0.87445074
-1,0.12033615
-1,0.16519022
-1,0.9521371
-1,0.04932203
-1,0.28076193
-1,0.75387806
-1,0.9418037
-1,0.5918442
-1,0.7905349
-1,0.3146606
-1,0.85994923
-1,0.7346479
-1,0.6450858
-1,0.7897172
-1,0.8183839
-1,0.8654603
-1,0.86375195
-1,0.7595186
-1,0.5881761
-1,0.07128221
-1,0.11381873
-1,0.5790467
-1,0.28470227
-1,0.118032545
-1,0.5712807
-1,0.35970843
-1,0.91565335
-1,0.88119185
-1,0.76683456
-1,0.8232918
-1,0.7807735
-1,0.5994052
-1,0.78145117
-1,0.9194083
-1,0.13103081
-1,0.743904
-1,0.37329793
-1,0.18494901
-1,0.19030899
-1,0.81086487
-1,0.6108177
-1,0.7718133
-1,0.09443742
-1,0.6247782
-1,0.7845399
-1,0.6836562
-1,0.88187563
-1,0.5161811
-1,0.5162238
-1,0.31042248
-1,0.7056498
-1,0.6941966
-1,0.39789546
-1,0.710639
-1,0.81201464
-1,0.71361846
-1,0.20444362
-1,0.5140008
-1,0.13503201
-1,0.0631353
-1,0.65577877
-1,0.8407508
-1,0.17021964
-1,0.83977497
-1,0.57600737
-1,0.8415866
-1,0.88536334
-1,0.41896483
-1,0.17180952
-1,0.77307975
-1,0.8451557
-1,0.14666279
-1,0.16656621
-1,0.8330992
-1,0.72918755
-1,0.40594372
-1,0.081869915
-1,0.8973788
-1,0.796177
-1,0.20939441
-1,0.43051672
-1,0.73752534
