image_name,label,label_test_0,label_tta_0,label_tmix_0,label_test_1,label_tta_1,label_tmix_1,label_test_2,label_tta_2,label_tmix_2,label_test_3,label_tta_3,label_tmix_3,label_test_4,label_tta_4,label_tmix_4
2176.png,0.053759854,0.06717849,0.0624404,0.0624404,0.06605329,0.06297362,0.06297362,0.051959187,0.10156769,0.051959187,0.030370275,0.032494787,0.030370275,0.066362746,0.0610558,0.0610558
2177.png,0.6946585,0.097327545,0.11134441,0.097327545,0.9349849,0.9319954,0.9349849,0.70733535,0.64315826,0.70733535,0.75926507,0.8058088,0.8058088,0.92100376,0.927836,0.927836
2178.png,0.057082973,0.07039042,0.07142873,0.07039042,0.064082086,0.05529543,0.05529543,0.061618064,0.064196415,0.061618064,0.04008557,0.039853305,0.039853305,0.05825768,0.061487753,0.05825768
2179.png,0.9396702,0.9504947,0.94953823,0.9504947,0.9443061,0.9435918,0.9443061,0.92914015,0.9301509,0.9301509,0.91915387,0.9202044,0.9202044,0.9523687,0.9531948,0.9531948
2180.png,0.05499915,0.059425727,0.062012188,0.059425727,0.050280593,0.06555678,0.050280593,0.06307918,0.06717436,0.06307918,0.040766466,0.043595895,0.040766466,0.0614438,0.0619311,0.0614438
2181.png,0.9413681,0.9502267,0.94332224,0.9502267,0.9350121,0.9404215,0.9404215,0.9322675,0.9358298,0.9358298,0.92757636,0.9303827,0.9303827,0.94997984,0.9467786,0.94997984
2182.png,0.1684814,0.13965456,0.16167377,0.13965456,0.29142225,0.27163628,0.27163628,0.40245384,0.2997859,0.2997859,0.07568996,0.06895573,0.06895573,0.06237451,0.06904159,0.06237451
2183.png,0.2519632,0.08670686,0.07495791,0.07495791,0.11908618,0.16008079,0.11908618,0.26847416,0.4094434,0.26847416,0.18653402,0.47801954,0.18653402,0.5985004,0.6107637,0.6107637
2184.png,0.8466519,0.5684494,0.6358244,0.6358244,0.93374354,0.93929183,0.93929183,0.9188139,0.90670186,0.9188139,0.9110169,0.89924616,0.9110169,0.8280267,0.8283128,0.8283128
2185.png,0.9315785,0.9479524,0.94207543,0.9479524,0.94475126,0.919187,0.94475126,0.9150751,0.9057719,0.9150751,0.9113229,0.9139301,0.9139301,0.93618375,0.9055512,0.93618375
2186.png,0.048282053,0.062216338,0.062025584,0.062025584,0.053102005,0.05836649,0.053102005,0.038265534,0.051271092,0.038265534,0.040607564,0.043248773,0.040607564,0.047409575,0.061264757,0.047409575
2187.png,0.82917297,0.7808911,0.69936454,0.7808911,0.89297336,0.6655113,0.89297336,0.84785587,0.8514959,0.8514959,0.80394536,0.71051663,0.80394536,0.8165592,0.72363293,0.8165592
2188.png,0.2897407,0.05282786,0.0948978,0.05282786,0.6576045,0.6563917,0.6576045,0.24739213,0.36993167,0.24739213,0.3742584,0.43611947,0.3742584,0.11662071,0.22824699,0.11662071
2189.png,0.09298102,0.06795759,0.11774045,0.06795759,0.1123344,0.10682109,0.10682109,0.046292324,0.047133893,0.046292324,0.0756241,0.09876473,0.0756241,0.1865871,0.16821,0.16821
2190.png,0.055783413,0.081103794,0.07153696,0.07153696,0.05006491,0.045789357,0.045789357,0.060133513,0.055592395,0.055592395,0.048207544,0.043424033,0.043424033,0.06590961,0.06257434,0.06257434
2191.png,0.9101119,0.9495106,0.94324976,0.9495106,0.9187216,0.9378577,0.9378577,0.81803304,0.87551045,0.87551045,0.9301559,0.93648976,0.93648976,0.68754447,0.85119104,0.85119104
2192.png,0.21384546,0.10240122,0.08856539,0.08856539,0.13635114,0.13103156,0.13103156,0.7128737,0.40065858,0.7128737,0.06196449,0.05526545,0.05526545,0.081939906,0.08149127,0.08149127
2193.png,0.85215294,0.9114108,0.90251374,0.9114108,0.70299256,0.79237413,0.79237413,0.5215057,0.71304274,0.71304274,0.90736544,0.8982399,0.90736544,0.9365717,0.9331833,0.9365717
2194.png,0.92932206,0.94883215,0.952921,0.952921,0.9361224,0.9318101,0.9361224,0.9220559,0.92601484,0.92601484,0.8879475,0.873403,0.8879475,0.9400365,0.94360435,0.94360435
2195.png,0.5712503,0.86867106,0.68901145,0.86867106,0.20086604,0.40871957,0.20086604,0.4283611,0.57830954,0.57830954,0.25387272,0.29801607,0.25387272,0.9517036,0.95453215,0.95453215
2196.png,0.057237785,0.06649095,0.06496556,0.06496556,0.051935665,0.052089408,0.051935665,0.062566064,0.061071314,0.061071314,0.03888371,0.038674314,0.038674314,0.07014771,0.06954208,0.06954208
2197.png,0.93598425,0.93876743,0.94037473,0.94037473,0.9290267,0.9310763,0.9310763,0.9267128,0.8212149,0.9267128,0.92248136,0.91228545,0.92248136,0.95927584,0.9516888,0.95927584
2198.png,0.58153355,0.48885688,0.5014365,0.48885688,0.56727004,0.5048722,0.56727004,0.772906,0.7525036,0.772906,0.6923735,0.47436863,0.6923735,0.3862615,0.416705,0.3862615
2199.png,0.9117519,0.9300498,0.9262777,0.9300498,0.9501546,0.94712657,0.9501546,0.7585186,0.8366262,0.8366262,0.86304283,0.8965056,0.8965056,0.942531,0.94542325,0.94542325
2200.png,0.4900147,0.17332616,0.22125861,0.17332616,0.55076647,0.7326656,0.7326656,0.3197621,0.3399042,0.3197621,0.9021435,0.8876434,0.9021435,0.49498367,0.3221763,0.3221763
2201.png,0.7284397,0.81788015,0.7999353,0.81788015,0.86777157,0.8771197,0.8771197,0.9070809,0.8749184,0.9070809,0.10598485,0.13364539,0.10598485,0.9341325,0.92654914,0.9341325
2202.png,0.21891491,0.066407084,0.06669408,0.066407084,0.59328306,0.36453006,0.36453006,0.56798977,0.49794498,0.56798977,0.029307578,0.03231209,0.029307578,0.07414912,0.066340044,0.066340044
2203.png,0.048089202,0.06431276,0.06421509,0.06421509,0.033744723,0.033068083,0.033068083,0.04398129,0.044673555,0.04398129,0.038868964,0.038573183,0.038573183,0.062472057,0.060608372,0.060608372
2204.png,0.9173501,0.9405374,0.93590176,0.9405374,0.9007169,0.9095949,0.9095949,0.79030985,0.83871126,0.83871126,0.9407876,0.9112741,0.9407876,0.9571193,0.86811453,0.9571193
2205.png,0.05004127,0.056732573,0.057590157,0.056732573,0.046115775,0.046610318,0.046115775,0.054428514,0.05838899,0.054428514,0.031094955,0.03128044,0.031094955,0.061834525,0.06251547,0.061834525
2206.png,0.9256531,0.9518694,0.9516925,0.9518694,0.94804525,0.955963,0.955963,0.79079926,0.8664159,0.8664159,0.92390394,0.92417216,0.92417216,0.92697924,0.9298448,0.9298448
2207.png,0.1251153,0.1356381,0.15681303,0.1356381,0.028281983,0.13690495,0.028281983,0.059120014,0.12943606,0.059120014,0.13482323,0.15228495,0.13482323,0.44122338,0.26771316,0.26771316
2208.png,0.9549363,0.9655057,0.958966,0.9655057,0.95444036,0.94970304,0.95444036,0.9316293,0.93836117,0.93836117,0.9546811,0.92654026,0.9546811,0.9616929,0.95776635,0.9616929
2209.png,0.76006806,0.91780937,0.8796572,0.91780937,0.9209053,0.89012253,0.9209053,0.93147784,0.93429136,0.93429136,0.76387954,0.6633638,0.76387954,0.5251025,0.26345465,0.26345465
2210.png,0.93343496,0.9478801,0.9468471,0.9478801,0.95996886,0.96228427,0.96228427,0.9028687,0.9096134,0.9096134,0.9322598,0.92135084,0.9322598,0.90417516,0.91513723,0.91513723
2211.png,0.19776493,0.37337717,0.40841958,0.37337717,0.34720737,0.5289614,0.34720737,0.05888314,0.073891394,0.05888314,0.12558496,0.08951467,0.08951467,0.11984233,0.24090044,0.11984233
2212.png,0.8882424,0.93028134,0.90509474,0.93028134,0.89413804,0.8581266,0.89413804,0.8440451,0.8255963,0.8440451,0.8963616,0.89982814,0.89982814,0.8729194,0.54160905,0.8729194
2213.png,0.93123996,0.9506507,0.94655746,0.9506507,0.89470285,0.9053652,0.9053652,0.9229887,0.92691547,0.92691547,0.90770465,0.9092327,0.9092327,0.96403617,0.9492499,0.96403617
2214.png,0.93947995,0.93615794,0.8007591,0.93615794,0.93364936,0.8905908,0.93364936,0.9298844,0.8730694,0.9298844,0.9355561,0.93731046,0.93731046,0.96039736,0.9487171,0.96039736
2215.png,0.59568036,0.3758432,0.44089985,0.3758432,0.5324107,0.4674687,0.4674687,0.9402416,0.89484584,0.9402416,0.40993965,0.54451543,0.40993965,0.77021474,0.78490883,0.78490883
2216.png,0.9489791,0.95480984,0.9496909,0.95480984,0.94136745,0.9455232,0.9455232,0.94555837,0.9469877,0.9469877,0.93626976,0.93724847,0.93724847,0.9603262,0.953042,0.9603262
2217.png,0.05179905,0.060909893,0.061339807,0.060909893,0.050469037,0.047952786,0.047952786,0.06183062,0.05943984,0.05943984,0.03680554,0.03748441,0.03680554,0.053887207,0.055789836,0.053887207
2218.png,0.94425184,0.9517436,0.9122817,0.9517436,0.94679743,0.9466879,0.94679743,0.92870873,0.91095525,0.92870873,0.9290301,0.93040586,0.93040586,0.9636033,0.95919913,0.9636033
2219.png,0.5081717,0.8420447,0.9184936,0.9184936,0.65617603,0.54508024,0.65617603,0.3938111,0.28653535,0.28653535,0.4135671,0.58318126,0.4135671,0.26608634,0.31359047,0.26608634
2220.png,0.59992075,0.86897504,0.77628034,0.86897504,0.85403347,0.8838853,0.8838853,0.45882443,0.37184885,0.37184885,0.117418386,0.37055054,0.117418386,0.7574763,0.6721331,0.7574763
2221.png,0.80602026,0.9163777,0.9114769,0.9163777,0.88006955,0.88731915,0.88731915,0.45015666,0.58174545,0.58174545,0.65819234,0.7064274,0.7064274,0.9251647,0.93823177,0.93823177
