image_name,label,label_test_0,label_tta_0,label_tmix_0,label_test_1,label_tta_1,label_tmix_1,label_test_2,label_tta_2,label_tmix_2,label_test_3,label_tta_3,label_tmix_3,label_test_4,label_tta_4,label_tmix_4
2176.png,0.40651816,0.8128726,0.77485186,0.8128726,0.11429593,0.23026796,0.11429593,0.9373775,0.9351173,0.9373775,0.07610595,0.18451038,0.07610595,0.09193877,0.10692157,0.09193877
2177.png,0.5366424,0.07858976,0.087245524,0.07858976,0.20148522,0.22731866,0.20148522,0.8453428,0.84739065,0.84739065,0.74091643,0.54694736,0.74091643,0.8148297,0.48885208,0.8148297
2178.png,0.05772825,0.044875354,0.05039622,0.044875354,0.05419505,0.056114286,0.05419505,0.10193851,0.1326533,0.10193851,0.048033565,0.046838637,0.046838637,0.0407937,0.059689388,0.0407937
2179.png,0.947556,0.94463253,0.9440727,0.94463253,0.96215004,0.9625717,0.9625717,0.94156015,0.95018524,0.95018524,0.9445569,0.9431478,0.9445569,0.93583375,0.93447727,0.93583375
2180.png,0.052451707,0.04913168,0.048288736,0.048288736,0.042193465,0.04745936,0.042193465,0.08804717,0.078412734,0.078412734,0.053609814,0.052076284,0.052076284,0.043047585,0.04128731,0.04128731
2181.png,0.94426364,0.95504075,0.9560491,0.9560491,0.9582181,0.95837176,0.95837176,0.9037894,0.90639,0.90639,0.9398037,0.94278675,0.94278675,0.9577209,0.95460516,0.9577209
2182.png,0.06381885,0.05757218,0.057648376,0.05757218,0.06538326,0.07286518,0.06538326,0.101241045,0.10355711,0.101241045,0.055274975,0.05584436,0.055274975,0.039622787,0.039710976,0.039622787
2183.png,0.24516122,0.15533498,0.14672436,0.14672436,0.7252092,0.83871907,0.83871907,0.06504543,0.124987364,0.06504543,0.1010965,0.24008554,0.1010965,0.074220754,0.10523042,0.074220754
2184.png,0.8080198,0.86880285,0.89597577,0.89597577,0.89576864,0.8767814,0.89576864,0.9308498,0.90985614,0.9308498,0.3940698,0.4383176,0.3940698,0.9234351,0.65469116,0.9234351
2185.png,0.086123526,0.08925045,0.25023746,0.08925045,0.083923094,0.1724117,0.083923094,0.076819815,0.111176066,0.076819815,0.10152225,0.09672727,0.09672727,0.083897,0.14357506,0.083897
2186.png,0.07917214,0.080834314,0.077423066,0.077423066,0.04770323,0.05075738,0.04770323,0.11108745,0.114019826,0.11108745,0.05522766,0.07687457,0.05522766,0.1044193,0.13553445,0.1044193
2187.png,0.5610661,0.49570158,0.5394989,0.5394989,0.7663775,0.7352771,0.7663775,0.92135346,0.82066596,0.92135346,0.50091624,0.36774263,0.36774263,0.26785633,0.2103578,0.2103578
2188.png,0.16925327,0.047439754,0.0854432,0.047439754,0.053235173,0.09726137,0.053235173,0.4054319,0.5316318,0.4054319,0.06661992,0.18878092,0.06661992,0.2735396,0.38316005,0.2735396
2189.png,0.09114522,0.055495627,0.05710122,0.055495627,0.07734838,0.08012064,0.07734838,0.32786965,0.18899657,0.18899657,0.09950304,0.079119906,0.079119906,0.05476557,0.06601693,0.05476557
2190.png,0.052396584,0.051082954,0.053728975,0.051082954,0.050362542,0.051297344,0.050362542,0.077699505,0.075062096,0.075062096,0.052417304,0.051224947,0.051224947,0.03997516,0.034250367,0.034250367
2191.png,0.92467374,0.94752634,0.94589835,0.94752634,0.9487947,0.9427454,0.9487947,0.94146717,0.9310511,0.94146717,0.8709542,0.7376542,0.8709542,0.91462654,0.91243947,0.91462654
2192.png,0.61835873,0.9231263,0.90569896,0.9231263,0.41978347,0.5070732,0.41978347,0.30829996,0.22989789,0.22989789,0.74203664,0.54850143,0.74203664,0.7769494,0.33242175,0.7769494
2193.png,0.5299214,0.787119,0.7920988,0.7920988,0.12362665,0.19040224,0.12362665,0.66032225,0.7948564,0.7948564,0.05956748,0.059210632,0.059210632,0.87981474,0.82689154,0.87981474
2194.png,0.9535712,0.95333856,0.9550793,0.9550793,0.9508071,0.9507609,0.9508071,0.9714286,0.9679152,0.9714286,0.95250493,0.95273316,0.95273316,0.93780786,0.9345718,0.93780786
2195.png,0.79624355,0.30994764,0.35265842,0.30994764,0.94924176,0.95926553,0.95926553,0.79831654,0.8594936,0.8594936,0.91887605,0.9217188,0.9217188,0.93079215,0.9288236,0.93079215
2196.png,0.050831474,0.04624748,0.045427147,0.045427147,0.051786814,0.053231195,0.051786814,0.06960642,0.073273115,0.06960642,0.04976027,0.047951005,0.047951005,0.039385967,0.040694386,0.039385967
2197.png,0.78971547,0.86388147,0.7375665,0.86388147,0.91818845,0.8530105,0.91818845,0.9564134,0.95053506,0.9564134,0.821458,0.4227321,0.821458,0.5983105,0.38863614,0.38863614
2198.png,0.49666223,0.116602086,0.27329752,0.116602086,0.84854406,0.75409144,0.84854406,0.47179,0.62736094,0.62736094,0.057358894,0.10292876,0.057358894,0.8334453,0.59936166,0.8334453
2199.png,0.9219282,0.93590665,0.9270385,0.93590665,0.9664233,0.96504074,0.9664233,0.8457043,0.84441453,0.8457043,0.95359194,0.9458159,0.95359194,0.8074385,0.90801466,0.90801466
2200.png,0.30864125,0.27995574,0.35844544,0.27995574,0.10107506,0.11247178,0.10107506,0.08164146,0.11298451,0.08164146,0.2261577,0.31718716,0.2261577,0.85437626,0.52051634,0.85437626
2201.png,0.8617762,0.9157662,0.8811311,0.9157662,0.8971801,0.9139154,0.9139154,0.9112273,0.92414534,0.92414534,0.94107467,0.9408871,0.94107467,0.6139793,0.5045631,0.6139793
2202.png,0.0613044,0.04712914,0.05298624,0.04712914,0.051181547,0.054625694,0.051181547,0.0947751,0.10323727,0.0947751,0.04925945,0.049891867,0.04925945,0.06417675,0.06811067,0.06417675
2203.png,0.054127526,0.03948479,0.04242637,0.03948479,0.047653813,0.051524647,0.047653813,0.08717968,0.09042918,0.08717968,0.05168856,0.05379251,0.05168856,0.04463079,0.04643949,0.04463079
2204.png,0.80921423,0.90774584,0.89439505,0.90774584,0.4727305,0.6148357,0.6148357,0.89550936,0.89631957,0.89631957,0.6667795,0.7587388,0.7587388,0.86843085,0.23626147,0.86843085
2205.png,0.05758815,0.048801314,0.047807943,0.047807943,0.048803,0.048165094,0.048165094,0.07926301,0.07632138,0.07632138,0.057902727,0.058050945,0.057902727,0.05774361,0.05906266,0.05774361
2206.png,0.943859,0.9505617,0.94750375,0.9505617,0.9509303,0.9516051,0.9516051,0.9495025,0.94487876,0.9495025,0.94955456,0.94448906,0.94955456,0.91807145,0.9043444,0.91807145
2207.png,0.5171069,0.24902417,0.46057484,0.24902417,0.15038039,0.16517504,0.15038039,0.9336868,0.9358912,0.9358912,0.8832498,0.82192045,0.8832498,0.3669888,0.51625884,0.3669888
2208.png,0.92872256,0.9211421,0.8977652,0.9211421,0.955976,0.9547352,0.955976,0.94536424,0.944647,0.94536424,0.8907852,0.8860901,0.8907852,0.9303455,0.9280873,0.9303455
2209.png,0.2754504,0.9054435,0.9082273,0.9082273,0.098243155,0.10271685,0.098243155,0.14239429,0.17287037,0.14239429,0.061392985,0.12325142,0.061392985,0.16699435,0.34083268,0.16699435
2210.png,0.884796,0.8759899,0.8899291,0.8899291,0.9490246,0.91358733,0.9490246,0.7462476,0.7178282,0.7462476,0.9431851,0.93587446,0.9431851,0.8955939,0.8821207,0.8955939
2211.png,0.24925193,0.48485813,0.7139237,0.7139237,0.08996703,0.19299932,0.08996703,0.27615103,0.2940854,0.27615103,0.076361716,0.13519675,0.076361716,0.08985618,0.1631931,0.08985618
2212.png,0.1937886,0.1709314,0.13889547,0.13889547,0.55969197,0.4918947,0.55969197,0.14260831,0.1356388,0.1356388,0.07962535,0.08257981,0.07962535,0.05509137,0.05755642,0.05509137
2213.png,0.9392501,0.94253325,0.885792,0.94253325,0.9488209,0.943152,0.9488209,0.94469464,0.9445132,0.94469464,0.92937374,0.90172464,0.92937374,0.93022776,0.9308281,0.9308281
2214.png,0.76012534,0.7268333,0.73378444,0.73378444,0.9417195,0.93357456,0.9417195,0.9280294,0.92616665,0.9280294,0.3912827,0.35166734,0.35166734,0.84542614,0.8398558,0.84542614
2215.png,0.34507152,0.4041918,0.43631533,0.4041918,0.3565467,0.54307175,0.3565467,0.82952213,0.7533337,0.82952213,0.06319331,0.095032856,0.06319331,0.07190366,0.16445045,0.07190366
